version 4841
stamp 2022-02-28T19:09:25.840102+0000
last_osdmap_epoch 0
last_pg_scan 0
PG_STAT  OBJECTS  MISSING_ON_PRIMARY  DEGRADED  MISPLACED  UNFOUND  BYTES     OMAP_BYTES*  OMAP_KEYS*  LOG  DISK_LOG  STATE              STATE_STAMP                      VERSION  REPORTED  UP             UP_PRIMARY  ACTING         ACTING_PRIMARY  LAST_SCRUB  SCRUB_STAMP                      LAST_DEEP_SCRUB  DEEP_SCRUB_STAMP                 SNAPTRIMQ_LEN
3.a4           0                   0         0          0        0         0            0           0   14        14       active+clean  2022-02-28T19:04:11.799451+0000   482'14    556:33   [11,20,7,21]          11   [11,20,7,21]              11      482'14  2022-02-28T16:42:50.812344+0000              0'0  2022-02-23T17:08:27.538171+0000              0
4.a3           0                   0         0          0        0         0            0           0    4         4       active+clean  2022-02-28T19:04:10.484198+0000    482'4   556:264      [21,10,8]          21      [21,10,8]              21       482'4  2022-02-28T16:42:35.883913+0000            482'4  2022-02-28T16:42:35.883913+0000              0
5.a2           0                   0         0          0        0         0            0           0    6         6       active+clean  2022-02-28T19:03:04.933713+0000    482'6   556:257      [19,0,20]          19      [19,0,20]              19       482'6  2022-02-28T16:34:33.412307+0000              0'0  2022-02-23T17:13:31.371583+0000              0
6.a6           1                   0         0          0        0         0            0           0    9         9       active+clean  2022-02-28T19:03:20.942015+0000    473'9    556:61      [18,7,19]          18      [18,7,19]              18       473'9  2022-02-28T16:35:16.534399+0000              0'0  2022-02-23T17:14:19.618385+0000              0
5.a5           0                   0         0          0        0         0            0           0    3         3       active+clean  2022-02-28T19:03:21.053916+0000    482'3   556:183       [8,18,6]           8       [8,18,6]               8       482'3  2022-02-28T16:32:43.812648+0000              0'0  2022-02-23T17:13:31.371583+0000              0
3.a3           0                   0         0          0        0         0            0           0   14        14       active+clean  2022-02-28T19:03:21.709419+0000   482'14    556:39    [6,8,13,20]           6    [6,8,13,20]               6      482'14  2022-02-28T16:41:03.802274+0000           482'14  2022-02-28T16:41:03.802274+0000              0
4.a4           0                   0         0          0        0         0            0           0    5         5       active+clean  2022-02-28T19:04:09.828696+0000    482'5    556:32      [10,18,7]          10      [10,18,7]              10       482'5  2022-02-28T16:44:32.558746+0000              0'0  2022-02-23T17:10:21.806214+0000              0
6.a7           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:04:08.961377+0000      0'0    556:32       [10,9,3]          10       [10,9,3]              10         0'0  2022-02-28T16:32:16.296982+0000              0'0  2022-02-23T17:14:19.618385+0000              0
5.a4           0                   0         0          0        0         0            0           0    5         5       active+clean  2022-02-28T19:04:17.702808+0000    482'5    556:34     [10,20,13]          10     [10,20,13]              10       482'5  2022-02-28T16:32:40.878000+0000              0'0  2022-02-23T17:13:31.371583+0000              0
3.a2           0                   0         0          0        0         0            0           0   18        18       active+clean  2022-02-28T19:04:11.892834+0000   482'18    556:33   [11,8,19,13]          11   [11,8,19,13]              11      482'18  2022-02-28T16:40:20.766816+0000            329'6  2022-02-24T19:03:05.373403+0000              0
4.a5           0                   0         0          0        0         0            0           0    3         3       active+clean  2022-02-28T19:04:10.759284+0000    482'3   556:197        [8,7,5]           8        [8,7,5]               8       482'3  2022-02-28T16:43:14.045294+0000              0'0  2022-02-23T17:10:21.806214+0000              0
6.a4           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:03:20.384230+0000      0'0   556:349       [9,7,19]           9       [9,7,19]               9         0'0  2022-02-28T16:43:35.884354+0000              0'0  2022-02-23T17:14:19.618385+0000              0
5.a7           0                   0         0          0        0         0            0           0    4         4       active+clean  2022-02-28T19:03:20.928443+0000    482'4    556:53       [19,7,9]          19       [19,7,9]              19       482'4  2022-02-28T16:39:43.781577+0000              0'0  2022-02-23T17:13:31.371583+0000              0
3.a1           0                   0         0          0        0         0            0           0    6         6       active+clean  2022-02-28T19:03:21.052772+0000    482'6    556:39    [7,1,15,18]           7    [7,1,15,18]               7       482'6  2022-02-28T16:32:08.868682+0000              0'0  2022-02-23T17:08:27.538171+0000              0
4.a6           1                   0         0          0        0         0            0           0   20        20       active+clean  2022-02-28T19:04:09.788710+0000   482'20    556:56      [7,17,10]           7      [7,17,10]               7      482'20  2022-02-28T16:36:18.126835+0000            371'9  2022-02-24T17:22:51.308181+0000              0
6.a5           0                   0         0          0        0         0            0           0    0         0       active+clean  2022-02-28T19:04:09.996960+0000      0'0    556:62      [18,7,10]          18      [18,7,10]              18         0'0  2022-02-28T16:44:06.341988+0000              0'0  2022-02-23T17:14:19.618385+0000              0
5.a6           1                   0         0          0        0         0            0           0   17        17       active+clean  2022-02-28T19:03:12.296340+0000   482'17   556:231      [9,12,19]           9      [9,12,19]               9      482'17  2022-02-28T16:40:26.797909+0000              0'0  2022-02-23T17:13:31.371583+0000              0
3.a0           0                   0         0          0        0         0            0           0   20        20       active+clean  2022-02-28T19:03:21.696354+0000   482'20   556:521     [8,7,13,2]           8     [8,7,13,2]               8       329'7  2022-02-28T16:31:05.916607+0000              0'0  2022-02-23T17:08:27.538171+0000              0
4.a7           0                   0         0          0        0         0            0           0    4         4       active+clean  2022-02-28T19:03:20.418978+0000    482'4    556:53       [18,4,7]          18       [18,4,7]              18         0'0  2022-02-28T16:31:27.918724+0000              0'0  2022-02-23T17:10:21.806214+0000              0
